,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
101,101,Deen_______Yaro,"P.D.E📝 (In View)

https://t.co/9077yHRHPF🎓

#EducationOfficerII

#LeftHanded✒

#Atikulated💪

#PDP☔",Farakwai,1604,4015,368733,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
102,102,Sir__Usman,"Let's our heart be guided with faith, our action be trusted, the word that comes from our mouth with sincerity. Bsc political Science
#Abusite.Conflict Manager,",Rural Communities,878,1077,3305,1,"I'm a bonafide member of the Peoples' Democratic Party PDP 
  Atiku Abubakar is my choice ahead of 2023 election!!! https://t.co/oxSi8bDf8Y"
103,103,kf2286,A Man With God🤫 PDP 👨 MUFC 🥅 retweets ≠ endorsement,Around,4987,2667,62219,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
104,104,identify2019,"Why some are being treated as second citizen in their country?
Truth Is Bitter",,428,191,17276,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
105,105,bukata_matthew,,,3069,2064,4180,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
106,106,osime2014,"Financial consultant, we provide financial solution  to co-operation, Institution, individual and Government agencies and ministries","Lagos, Nigeria",508,243,7893,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
107,107,daudachanso,student of life,,1798,2871,227828,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
108,108,BelloIbrahimga6,Football,Nigeria,120,129,2532,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
109,109,IIzuchukvvu,Crypto,Jamaica,3293,3352,138780,2,"Nigerians must not waste their votes on PDP because a vote for Atiku is a vote for APC and a wasted vote.

We need every Atiku supporter to join us in making Peter Obi win this election before 10am in Feb 2023. https://t.co/TBgMlVmSiT"
110,110,MistaChika,"Ebonyi state 1st son, Fufu and afang soup consultant, Nkwobi, abacha and ugba ambassador,oka n'ube enthusiast,agbalumo protector, @ChelseaFc","Onicha, Ebonyi",6266,11874,27716,2,"Nigerians must not waste their votes on PDP because a vote for Atiku is a vote for APC and a wasted vote.

We need every Atiku supporter to join us in making Peter Obi win this election before 10am in Feb 2023. https://t.co/TBgMlVmSiT"
111,111,sanikamal62,,,349,28,983,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
112,112,MzagaSK_vision,,,539,86,1495,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
113,113,tibugzy,"A Rare Being!
El décimo hombre. If you can't bear the truth, avoid me. Politics, Football, Scrabble. #EndBadGovernanceinNigeria.",Nigeria,10974,12298,21223,0,All this story about Atiku and commitment is a lie. When that man losses the election in 2023 he will abandon PDP as PDP is just a tool to him. Wike knows he doesn't care about the party and is out to ruin his last attempt at the presidency.
114,114,TOPHE_IGHO,A Political Oriented Person and lover of Good Governance,Abuja Nigeria,1493,606,613,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
115,115,Adelakunoluseg4,,ibadan ,575,943,4016,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
116,116,Adelakunoluseg4,,ibadan ,575,943,4016,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
117,117,Nzube1Udemba,"Reset , Rescue and Rebuild Nigeria with ATIKU , #Tech , #WebDev","Lagos, Nigeria",175,85,2201,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
118,118,princejnr05,"Business administrator, Manchester United academy product. I support Atiku Abubakar for nigerian president,let get nigeria working again.","Manchester, England",2867,1035,14434,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
119,119,Tambuwalkawai,"The Future is now,so Let’s Tambuwalized for a better tomorrow",Nigeria,315,2257,2780,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
120,120,SeunKlassik,A music director and producer,,2018,555,350,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
121,121,osime2014,"Financial consultant, we provide financial solution  to co-operation, Institution, individual and Government agencies and ministries","Lagos, Nigeria",508,243,7893,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
122,122,oba_jaiye,"logistics and protocol consultant.political risk advisor,negotiator,mediator and investor.",,1689,972,81948,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
123,123,GarbaKofa,,"Zaria, Nigeria",4972,824,16778,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
124,124,iamhistory_,Learning enthusiast,"Abuja,nigeria",1135,6329,57880,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
125,125,Atikulator05,,,71,17,227,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
126,126,ola_lanry,Yoruba Man || PDP || Atiku It Is,,381,409,6075,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
127,127,adeyemijal,Understand life,,1434,226,1992,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
128,128,Gagarute,No one can shave your hair behind you,,550,351,39467,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
129,129,ChigboluA,"https://t.co/GJsUn0QpGa and Financial Consultant, military hardware and software supplies,(Ex.Chairman PDP Italy Chapter and CWC FC.Chairman), Sports Administrator.","Abuja Nigeria, Rome Italy.",399,116,2627,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
130,130,ABSO_SupportOrg,"Nigeria must Rise again,We Move for Explicit Change in good Governance✊🏾✊🏾 NIGERIA/KEBBI STATE Deserves #ABSO",,219,297,3483,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
131,131,oba_jaiye,"logistics and protocol consultant.political risk advisor,negotiator,mediator and investor.",,1689,972,81948,20,"For this 2023 presidential election, I stand firmly with @Atiku Abubakar and @PDP because they have all it takes to fix this country for good... If my decision hurts you, kindly detach yourself..."
132,132,DavidOkooza,Politics,"Blue Earth, MN",5,19,284,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
133,133,HALABI_t,Chelsea Fc 💙💙 GOD IS ABLE!!! ITs NOTHING … 在神，凡事都能。 ~马太福音,"Lagos, Nigeria",1656,721,74058,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
134,134,slybaba3,CONSULTANCY/IMPORTATION/BRAND NEW/TOKUNBO CARS/HUSBAND/FATHER/LAGOS SOCIALITE/GOOD GOVERNANCE/FITNESS/WWE FAN. #CFC💙 Back up Acct @EqualRightAutos.,"HUSTLE RESPECT,LOYALTY.🎙🎙",3308,1967,99094,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
135,135,Umar_beekay,Yobe state contributory Healthcare management Agency (YSCHMA)|🤍Humanitarian🤝|Peace Advocates 🗣|entrepreneur😎|Human Right|Activists|Real Madrid (Madrista)⚽️,"Potiskum, Nigeria",1259,2473,33470,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
136,136,BroadricksYink1,"just being myself,A committed blues fan.",,1105,625,50872,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
137,137,ahmed_bellourh,"Computer Engineering student.
Product Design underdog.
My political views are mine.
#Atikulated
Deputy Director Campus Ambassador Mobilization For (AYMON)",Nigeria,1336,1128,67382,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
138,138,AlhajiyelA,Proudly muslim,New Gra Gombe,178,302,3824,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
139,139,moronfoluma,,Nigeria,2639,1702,68001,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
140,140,Shamsuddeen10,"Themost beautiful thing in this world is to see your parents smiling and 
knowing that you are the reason behind that smile. •UNIMAID• SOCIETAL DOCTOR• *CFC",Mindless behavior,631,1048,8215,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
141,141,I_Am_marwa,Spokesperson for the @PDPnewgen Presidential campaign council 2023. Opinions are my mine!!! A lion needs no approval of a sheep!!!,Nigeria,568,6064,117557,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
142,142,missolabisi1,"A new account for Area Mama 👑
Being a Nigerian nurse is exciting and Politics to it makes it better 😉",,248,238,2295,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
143,143,AdelekeAbdulr17,"A general medical practitioner
special biased for rural practice","Agenebode, Nigeria",4981,552,514,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
144,144,MayomiAsuku2,"Lecturer,NDU|PhD,Educational Administration Uniport|Member,NABE,NAEAP|Ijaw man|Father|Local Govt.Legislative House Leader 2013-2016|Edu. Secretary 2021-",Port Harcourt- Yenagoa,2120,1195,3411,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
145,145,Whosayn_cargy,Nile'2019#LetsGetNigeriaWorkingAgain.,DARUSSALAAM;  nana' ❤,430,845,39146,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
146,146,Whosayn_cargy,Nile'2019#LetsGetNigeriaWorkingAgain.,DARUSSALAAM;  nana' ❤,430,845,39146,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
147,147,EzaJude,"An artist, a professional painter, social and political critic and a comrade of conscience!","Otukpo, Nigeria",4989,2970,104886,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
148,148,KennystarHomes,"KENAD GROUP
Real Estate Agent For Affordable Housing And Land In Lekki And Environs,Ram farms,a grassroots politician (PDP member).","Lekki, Nigeria",288,32,4704,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
149,149,OladibuF,Contact me for Industrial Plant Mechanic || Automation || Installation all machine || Industrial Generator || Putzmeister concrete Pump || Conveyor Vulcanizer,"Lagos, Nigeria",401,94,3146,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
150,150,daudachanso,student of life,,1798,2871,227828,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
151,151,osime2014,"Financial consultant, we provide financial solution  to co-operation, Institution, individual and Government agencies and ministries","Lagos, Nigeria",508,243,7893,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
152,152,Awonbiowoluqma4,I'm who I am. The rare breed,"Lagos, Nigeria",111,192,7991,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
153,153,uty_onuk,AKS || PDP || ATIKULATED|| UMO ENO||MIKANO BOY,UnDiaspora,3074,2516,118788,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
154,154,identify2019,"Why some are being treated as second citizen in their country?
Truth Is Bitter",,428,191,17276,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
155,155,attajiree_atiku,"https://t.co/Nn0k30ZtVr Relations 🎓
media $ political $ Strategist /🎶🎤
AYM IRAMA NIG LTD 🏛",,130,344,4176,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
156,156,oladayoleo,,,590,543,7026,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
157,157,charlespromis4,,,1028,81,736,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
158,158,AlhajiAbdulmaj2,"gentle and easy going person, in God i trust.","Lagos, Nigeria",601,221,6389,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
159,159,ayomideakinto12,Depressed and confused MF,,4643,484,73115,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
160,160,onuigbojp,An easy going person,,424,124,520,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
161,161,DareHardy09,Director Merita Investment LTD ..CEO Diamond Loaf Bread ... 'The limit to your ability is where you set them' Idealist / Business Orientated .. RoyalHardyAutos,Nigeria,1424,393,24633,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
162,162,onojay01,"Glory's Husband,  structural engineer, aspiring politician, die hard gooner and a great admirer of brilliant minds e.g nikolai tesla",,419,528,41780,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
163,163,Thliza60,/member of peoples Democratic Party (PDP) /Computer scientists/staff at Active bureau de change/contact me for buying and selling any currency around the globe,Always on street husling 😎,1378,536,2687,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
164,164,Amb_Balemoh,"Quantity Surveyor | Author | Data Analyst & Media Consultant | Member, PDP Presidential Campaign Organization, 2023.","Abuja, Nigeria",475,1093,6028,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
165,165,ComrEddyMena,"Inventory Mgt.//
IT Support Specialist//
@ChelseaFC Club Secretary
RTs≠Endorsement
Nat. Sec. PDP House from House Mobilizers
I RT to amplify violence
#AO23","Ikoyi, Nigeria",4865,5517,101967,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
166,166,MohdrajiUmar,,,710,124,3481,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
167,167,capt_moh,,,554,1413,109765,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
168,168,FemiOyedun1,"Head of Stores Simba Group               

 Barcelona | Jesus | PDP","Lagos, Nigeria",50,221,6775,9,"BREAKING:

Edo state Governor! Mr. Godwin Obaseki. Promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election.

PDP...

Power To The People"
169,169,ViccOneil,"the good assistant... just put me on for anything, I dey for you. |Arsenal| Geologist| Igbo-Nigerian|","Port Harcourt, Nigeria",2515,1369,10731,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
170,170,Sadeeq022,"Human rights Activist, politics, philanthropy, business, Alumni. Volunteer USIP, World Bank, UN Youths Assembly, J4ALL, Member African Youths Network.",Guangzhou China,4983,2677,120822,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
171,171,FASTnFIERCE,"AmateurApologetic

IFollowBack",Where Knowledge Exists ,2801,2419,60322,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
172,172,ShittaAbiodun3,Liverpool fan / Sagittarius born / A Royal Prince / Political view (PDP),"ikorodu,Lagos",3023,1735,18389,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
173,173,Thliza60,/member of peoples Democratic Party (PDP) /Computer scientists/staff at Active bureau de change/contact me for buying and selling any currency around the globe,Always on street husling 😎,1378,536,2687,0,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
174,174,NgbedeD,,Abuja ,1319,649,27879,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
175,175,anakin4life,"Husband,Father & a Lover of God.Phi 4:13","Victoria Island, Nigeria",653,176,5573,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
176,176,balatalba8,Above all try something !!!,"Yobe, Nigeria",3675,365,30692,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
177,177,EdunADEWALE2,,,446,276,3628,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
178,178,Lminkaeel,Head of Support Group Atiku Presidential Campaign Council and Coordinator of Atiku Support Organization Yobe State Chapter (ASO). Atiku and Okowa 2023.,"Yobe, Nigeria",1772,2838,11665,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
179,179,yarima08,Muslim #Nigeria #North #Kanuri #Statistician #ABUalumni®right my wrong🙏,"Yobe, Nigeria",727,1192,81324,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
180,180,duke_of_mosho,Here to puncture your overbloated Twitter ego|| No. 1 CPA affiliate markerter in Nigeria|| Business consultant|| a lover of God|| a Manchester United faithful.,Nigeria,925,896,2165,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
181,181,POnukwu,"Am an easy going lad, down to earth & very ambitious. I have an (MA),   Masters degree  in Criminal justice,  Liverpool Hope Uni.
Bsc.sociology
Bsc.pol sci","Liverpool, United kingdom",1857,724,16985,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
182,182,Rasheethe,"Special Assistant on Media - Broadcast to H.E @atiku Abubakar Vice President of Nigeria, 1999-2007 and 2023 Presidential Candidate of the PDP.",Nigeria,5417,24075,43058,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
183,183,cartermillz,"Saraki protege, member pdp,politician,Arsenal","Ilorin, Nigeria",1858,479,20697,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
184,184,OnyedikaAnambra,Health| MPH | Former Med-sales and Territory-Head| Procurement | Supply Chain| DATA |Politics | visionary | Alumnus @northumbriauni |Arsenal| Mathew 19:26.,,3864,10902,33890,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
185,185,IfedolapoOsun,Business Manager/Media Strategist/PDP Members/Manchester United/Osun PDP Media Campaign Committee Member/Muslim/Easy Going 🌹❤️💯,"Ibadan, Nigeria",1776,3844,7718,88,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
186,186,cartermillz,"Saraki protege, member pdp,politician,Arsenal","Ilorin, Nigeria",1858,479,20697,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
187,187,otunbact,"A Civil Engineer turned politician. Has served as Deputy Speaker KWHA, Commissioner for Agric & Dep. Chief of Staff Kwara State. A Saraki 4 President believer","Ilorin, Nigeria",535,564,5288,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
188,188,Dr_spirit1,https://t.co/nzK4T6II9V,,28,128,41227,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
189,189,Imudia_se2,"Political Strategist| Former Candidate

My tweets are fresh as palm wine from the palm tree. But offensive to those who want to dilute it.",Nigeria,2627,6638,28966,16,"BREAKING:

Edo state Governor, Mr Godwin Obaseki promised to deliver 500k votes for the PDP and Atiku in the 2023 presidential election."
190,190,IsahAdayi,"Diplomat & CEO Adayi & Partners Co. Ltd. Activist, Son, Brother, Grandchild ||Mayor, Politician ||A future Husband,Dad,Grandfather Tweeter is my personal views!",,156,52,204,1,"I'm a bonafide member of the Peoples' Democratic Party PDP 
  Atiku Abubakar is my choice ahead of 2023 election!!! https://t.co/oxSi8bDf8Y"
191,191,Ibrahim82494154,"PDP National Youth Leader..!☂️☂️
Lagos State Coordinator... 💪💪
Investing and Influencing our team electorates across the country...! 🇳🇬☂️💪",,1271,752,524,92,"Labour Party folks telling foolish lies, akwa ibom is a @OfficialPDPNig state, @atiku will win the state before 2pm on the day of election. They should continue deceiving themselves.

Go and tell them, pdp is coming back again in 2023 February. 

 https://t.co/pMHPZoz37V"
192,192,Odion_Emmanue,"I haven't got time for hate and grudge| Let Love Lead💯
I stan Nobody
I Stan Everybody
Liverpool Fc Fan
#YNWA",Safari ,2720,2701,12359,1,"What do you think about TINUBU's response on Climate change issues? 

Is he ""Right"" or ""Wrong"" or ""Not sure"". Kindly Share your view. please.

Yusuf Ojukwu Deborah #Chimaroke ooni ronaldo OBI atiku 2023 APC flood arise PDP LP election Buhari https://t.co/jIg3zpjjfP"
193,193,DRedefinition_,"A movement of African Youths Redefining the narrative of Climate Change. Join us as we Redefine!👇

#ClimateAction 
#ClimateStrike","Lagos, Nigeria",29,32,340,1,"What do you think about TINUBU's response on Climate change issues? 

Is he ""Right"" or ""Wrong"" or ""Not sure"". Kindly Share your view. please.

Yusuf Ojukwu Deborah #Chimaroke ooni ronaldo OBI atiku 2023 APC flood arise PDP LP election Buhari https://t.co/jIg3zpjjfP"
194,194,Ajibonwaa,,,56,68,1608,0,"@SodiqTade Obi/datti is the most prepared candidate in this 2023 election bcos they are competence,character,integrity and corrupt free politicians who give more to the people than expecting/looting from them like it is in Atiku of PDP and Tinubu of APC"
195,195,MR_Opposition,I speak the truth and stand by it.,,163,7,645,0,@renoomokri Wen obi was in pdp he was not a bad person but cos he's out and running for president he's not a bad person to reno. What a shame.  It shows how poor pdp boys mind can be. Atiku will all know will lose 2023 election.
196,196,skydancelord,"Father, Student, Entrepreneur, Writer, Programmer, and Servant. The world is so young..",Earth,899,1096,8357,32,@atiku @atiku  Thank you for the speech!! All in all we are grateful for all your service to the nation but it’s high time you should resign from trying to par take in the 2023 election we don’t want you all no more. PDP and APC are same circle!! Thanks once more Sir
197,197,gbemi_tips,"Social media influencer❤️
Sports lover💪
Relationship coach
NaijBet Subaffiliate",,961,287,11746,0,"Will Atiku Abubakar win the election in 2023 and become the next President of Nigeria?

If you stake ₦200,000 on Atiku Abubakar To Win (1.96) on https://t.co/eC6r0chRk8, you will win ₦392,000
__

_

#NaijaBet #pdp #atiku #atikulated #atikuabubakar #pdpnigeria #atikuiscoming https://t.co/Pv9HmXi78Z"
198,198,presta_one,|| Eyin Akwa Ibom || PDP || Pan - Nigerian || Umbrella Squad ||,"Lagos, Nigeria",169,131,6947,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
199,199,Diamondsky301,"I am a smile in the faces of others, a problem solver, an extra ordinary Nigerian. I am Obidient","Federal Capital Territory, Nig",195,35,258,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
200,200,dannybobo2001,,London UK,1477,246,11606,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
201,201,EzaJude,"An artist, a professional painter, social and political critic and a comrade of conscience!","Otukpo, Nigeria",4989,2970,104886,13,"My name's are Mba Emmanuel Chimezie, i am from Southeast Nigeria. My vote come 2023 presidential election is for 
Atiku Abubakar's and PDP.
#AtikuOkowa2023 https://t.co/sVagYd5PQz"
202,202,ChimaobiMario,Prudent and proactive Engr || Pro-democrat || Good sense of humour || Don't take my tweets personal || Advocate for good governance || Live and let live.,,270,118,664,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
203,203,lee_zamba,"Too soft / Student @ALX SE💻 / web-designer 🎨 / web-developer , Programmer, Software engineer….",Ikeja,516,478,28121,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
204,204,PeterObiPikin,Political Analyst || Media Strategist || I Promote Everything @PeterObi | @fcbarcelona Fan ||UnApologetically #Obidient || DM for Adverts 📩,,177,25169,4789,11,"Las las Atiku will decamp to APC to endorse Tinubu, PDP will collapse its structure to Labour Party, Peter Obi will win 2023 election"
205,205,pmmnewsworld,A formidable professional organization committed to enhancing effective and efficient communication services to deliver high ethical standard.,Nigeria,4976,3499,13566,1,"2023 Election: Don’t Vote “Termites” And “Poverty Breeders” In Again - Good Leaders Should Not Abuse Privileges –Akintoye Knocks ATIKU, PDP, And OBJ Again | pmmnews-learn more on latest entrepreneurial news
 https://t.co/Cn2WV7LkbA via @pmmnewsworld 
@ForOsinbajo
@MujahidADokubo"
