,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
398,398,ogudu9090,"Undergraduate, Criminology & Security Studies. Love reading, meeting people, sharing ideas, & learning from others.","Logos, Nigeria",128,27,3375,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
399,399,Femiolaolu1,"#MUFC #Music #Politics #FEMInism         

Grammy Nominated Bathroom Singer.",,1434,2143,67609,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
400,400,Bigbounce01,"Live. Thrive. Listen. I Love Stories.

                                                               Niger-Delta, Africa. 

#ThreadMeister",Old Earth,3529,5411,154132,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
401,401,kaybalalive,Arise O’ Compatriots 🇳🇬,,1295,732,25814,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
402,402,EffiomAsuquo3,| Risk Manager | Sound Engineer| Chief trouble maker| *Let's fix Nigeria*,"Federal Capital Territory, Nig",4543,4545,179690,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
403,403,akosdahthird,To avoid disappointment expect nothing from nobody💙,Old Trafford,5002,1849,323539,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
404,404,SamuelDUKE1,"https://t.co/JxS2jwvfNU; Tech, Farmer, Biotech, EVs, AVs. https://t.co/H6LMAWyneD",Singapore. ,4999,1864,25697,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
405,405,Jhydo_flamez,"You gat skeleton in your closet but I gat ALIENS in my basement 

I don't need no battery cuz I'm always in charge 👌🏿✍
  #TEAMBREEZY #30BG #FLAMEZSQUAD",Ballers boulevard ,2753,2512,42503,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
406,406,OsakweAmara,,,168,17,220,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
407,407,olaoluwakitan_a,Yoruba man| Lifted by grace| Farm executive|extraordinary Agro businessman| Music producer. prayer is the key 🔑,"Ilorin, Nigeria",1054,1065,27411,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
408,408,Iphacy,"Genius, Eccedentesiast, Aviator, On the Path To Rule the Skies(Future Pilot)🛫🛬Psalms 16:8, Phil 3: 13, Per aspera ad astra #MUFC #76ers #Virgo",On a flight to Success,1606,1635,108677,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
409,409,benjamin_orie,"Crypto Researcher 
Defi is Life
Chemical Engineer 
Don't stress me😴😎","Lagos, Nigeria",363,190,6429,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
410,410,uwaz_sam,"I love originality,  i hate fake friends
😉future actor ,vibe dancer🤑 i believe in myself,I listen,  learn, act.
future brand name: LOUIS ATB🦈","Lagos, Nigeria",1479,656,120522,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
411,411,OBIdientYorubas,Yoruba's that has been tagged and named ómó àlé for supporting Peter Obi,Nigeria,484,332,9820,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
412,412,promptmail,"wealth / Financial Advisor, Entrepreneur, Minister of The most High God, Great Councillor.Real Estate expert.",Nigeria,358,59,1486,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
413,413,47_XY_,"Vote wisely, Vote Peter Obi, Vote Labour Party. 

N A T U R I S T . . .

Not You.

P.S: Off to build (4Q).",🚫,286,245,186854,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
414,414,sweetsixtien,"I am royalty, I am loyalty, if you got me it's to the end baby! We move!
p.s. not here for likes or engagement, speak truth to bad governance!",,174,321,4467,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
415,415,Danyzillions,"D&D VENTURES NIG LTD
CLEARING & FORWARDING AGENT. 
💻: Gentledan05@yahoo.com let's talk about clearing your vehicles from APAPA TINCAN  @chelseafc #30BGSpace","Lagos, Nigeria",4983,1024,52249,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
416,416,oleru6th,The Eye,The moon,3855,3544,61091,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
417,417,VincentThiago,"#God First, Football is my Religion!, i have a Grammy for singing in the Shower!☺, Player at Leon Fc!","Lagos, Nigeria",1132,1069,34540,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
418,418,ejiroiyeghe,A man of integrity,,2693,1640,18681,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
419,419,gigoGHOST,A head full of dreams 🤪 | 2026 WorldCup 🏆| kendrick |J Cole |Eminem.,,4973,4963,398846,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
420,420,osedaniel01,,,938,521,9261,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
421,421,saratu_ibrahim,every initiative begins with an idea. Ours is no exception but we are driven by a strong passion and unwavering commitment to our vision https://t.co/SwlmTySEWH,"Abuja. Nigeria, UK. ",2721,1648,14953,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
422,422,abeke22,"child protection Social worker, social commentator and strong mother (best job in the world)","England, United Kingdom",4692,7487,32415,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
423,423,IchieAkukaria,,,1706,1163,13056,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
424,424,Toeme5,"Nurse 💉
 🍭
😈",Nigeria,3058,2870,10778,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
425,425,EchezonaHills,FUTURE WEB DEV 👨‍💻 Mater Dei/ Chelsea /Know that I am responsible 4 what I say . I am not responsible 4 what you understand.,,877,2767,17534,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
426,426,sirabdoulshehu,proudly Muslim👳 (Allah first) Liverpool fan⚽🏆music🎶🎶 #kusite Instagram @sirabdoulshehu,Unknown ,883,1078,29577,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
427,427,emmaikumeh,"Be the change you want to see in others. allergic to nonsense. PDP member, Arsenal fan and Warriors fan","Abuja, Nigeria",6216,41468,310987,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
428,428,Tochukwusage,Tech bro. *Refuses to Elaborate.,The Edge of Chaos.,4661,4963,75380,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
429,429,real_FBA,BLUETRACK,"Ogun, Nigeria",200,237,2158,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
430,430,dwally3000,OBI-DIENT,,1310,576,33277,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
431,431,radioboycragg,"Event Planner, Actor, Mc, OAP, Import and Export services Provider (DHL/UPS agent)",,2998,1919,116491,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
432,432,blarkbond,EVOLVED#unbothered… SHE,Space ,1387,1520,52803,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
433,433,NnekaLE,"A lover of God,  Daughter of Zion. Happily married to the best husband with lovely Children. A lover of Humanity.An Enterprenuer Per Excellence.",lagos,648,718,51025,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
434,434,SugarCharles1,A realtor 🏠 and your car 🚘 plug 🔥🔥🔥🔥,My house,2161,2623,4747,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
435,435,amaraedec,Mental health advocate... Humanity needs a better you. Learning; Evolving... Football: @lfc. Liverpool fan....,Earth,4997,4224,35764,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
436,436,Pontiak101,"Hold your loved ones close. One minute they are here, next minute you're crying.",In my thoughts ,4981,2344,37736,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
437,437,EOsagumwenro,Always Moving💪#obedient  #Chelseafc #Chelsea,🤐,321,277,13368,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
438,438,JOjegbile,NFT||Crypto Enthusiast||Virtual Assistant|| Football enthusiast||Barcelona Fan❤💙,"Ibadan, Nigeria",2196,514,7992,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
439,439,MoniGeorge4,mother & civil servant. Child Of GOD😃 conservative and Trump loving,"Ibadan, Oyo state Nigeria ",866,1121,213206,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
440,440,prince_of_nimo,"Project Manager by day, Fitness and Healthy Nutrition Advocate by night.
IG: https://t.co/bTPwj6dA8k","Toronto, Ontario",107,364,6210,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
441,441,Okwesilieze82,"Fun loving , cruise, Chelsea fan , Business-minded, politically conscious",,296,141,6742,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
442,442,iamibexs10,,Happy place,642,341,23952,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
443,443,Sadik_Gimba,Eccedentesiast| Que la pasión te lleve a la gloria! | In Medias Res Puhon| #YaGunnersYa,Know-Where,203,604,10802,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
444,444,AnunobiGovernor,,,373,474,6458,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
445,445,Nwabuniejohndee,"I'm cool and nice, married to the love of my life",Nigeria,1383,355,2479,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
446,446,Vincent60785032,Eco-entrepreneur and nature lover.,"Taraba, Nigeria",1990,1171,29346,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
447,447,InnocentOdoh12,,,404,227,8084,7,"@realFFK Mr. Food🥘
Politics isn’t by faking posing on photos while you’re dying inside.
APC and Bola Tinubu will definitely loose 2023 presidential election in a spectacular way.
“Muslim-Muslim: We’ll abandon you” - Northern APC Christians to Tinubu.

The END has come! https://t.co/pmX2SRAwNg"
448,448,NOlawuwo,gentle man and easy going man,"Lagos, Nigeria",619,252,60462,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
449,449,EtinosaAnthony,"❤_ 生活 

♻Tech. ||Music. ||Food. ||Graphics. 

||.Computer Science📚

I sell gadgets and ringlights 💡",Arrakis🔆,1911,1369,50060,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
450,450,D_Sleeky,Obidient,Russia,560,140,4087,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
451,451,Lonerrrr_,Coffee Bean.,Dreamville ,372,500,13394,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
452,452,ogkuku2,Moon Child | Political Comms | Media & Communication @SMC_PAU | ATDM @wildfusion | Good Governance Advocate #IamWithPeterObi #GetInvolved,BAT 🦇 Exterminator,6176,7114,8895,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
453,453,WengerNft,"architect,NFT is golden, mod @Solclubnft forex trader expert, professional referee 100%, PDC lord . son after God's own heart . arsenal fan @arsenal",,1320,575,17676,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
454,454,WERULEDWORLD,AN UNBIAS FELLOW🙌👏🤲,,1022,1133,6537,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
455,455,ucshbaby2015,A professional Bookkeeping solution provider.,ogbaru,771,135,3146,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
456,456,SunnyOnuoha8,"Realist, Business man, Activist,Bridge builder, conflict resolution expert, social & political commentator.",,953,447,7546,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
457,457,AKPOKUODIKE1,Liberal | Ambivert,"Lagos, Ontario",1244,757,13220,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
458,458,Stepheby555,Simply amazing 😘😘😘,,72,74,1235,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
459,459,ogechi73776467,,,692,338,23569,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
460,460,starga4gunit,"Pharmacist & Scientist, Carpe Diem, Que Sera Sera",,186,175,12666,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
461,461,Dchukkie,"Business-Minded • Resourceful • Real time Hustler •Tough times never last, but tough people do • Isaiah 43:2",Earth,1622,1682,16984,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
462,462,IconGerrard,#YNWA🔴 please follow me back I lost my main account 🙏 legit hustler $tunner☘️🍀☘️,Space,864,743,86111,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
463,463,uccy_r,,,5990,5461,14616,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
464,464,Write2E,Moving forward with Digital Compass,Nigeria,523,109,2440,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
465,465,victor2exl,"BSc +Diploma:Energy /Facility Managers /Projects/Investment Mgr
||MD||Social Activist||New Nigeria Frontier||Government Critics||  #FearnomanbutGod","Lagos, Nigeria",3732,2600,51809,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
466,466,ucheaustria,one day success will bring back all my friends who ran away from me during the time of difficultys.... definitely not as friends anymore but as fans,,482,456,7660,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
467,467,D_CE0_,Wealth Manager 💼💰🏌️‍♀️💪🏽,Avant HQ,7017,7638,49846,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
468,468,CalvinChekz,♈ ||Wizkid Stan||  ||Cr7||  ||MUFC||  ||Igbotic||#endsars #PeterObi4president2023. ObiDatti2023  🇳🇬,Naija,669,406,7220,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
469,469,thankgodcharly,|Tech |PM|E-Trading|Stocks|Politics|A devoted Obidient|,,2860,4802,3771,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
470,470,jamesnelson1985,Am easy going type and God fearing person!!,Ibadan & Lagos,923,177,10070,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
471,471,OgundipeTemida4,"upper credit in ELECT/ ELECT... power option... HND... full time.
upper credit in ELECT/ ELECT... ND..full time..
work as- POWER SYSTEM OPERATOR","Lagos,nigeria",5011,961,6806,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
472,472,dubem10,,,4963,2134,2981,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
473,473,tunbosunlaw98,"Excel, Tableau, SQL skilled Data Analyst.",,876,2231,71119,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
474,474,shalomisonline,"Normally, life no suppose hard. interest in; Sports || Business || Tech || Economics || Investment.",Where i'm needed.,566,216,17458,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
475,475,iron_bender08,Fitness | Politics | Liverpool FC | Good music | Conscious reasoning | Bender | Humanity,,208,149,5534,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
476,476,9jagossip,A Patriot (Retweets not greater or equal to Endorsement. Not substitutes in any situation. They are not correlation of my opinion#NIG#Obicentric#ARIES#ProudDad,"Lekki, Nigeria",1385,1184,54362,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
477,477,Aijay_006,"Religious, Family Oriented, Catholic, Biomedical Engr, UTDallas, Biotech, Abbott Labs, Progressive Independent, Sport Lover #Obidient #PeterObi4president","Dallas, TX",1440,2557,9026,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
478,478,Astambaya,Firm fan of Atiku❤|Assistant Zonal Director Northwest of #AtikuKawai| CITYZEN #MCFC," Gusau, Kaduna, Nigeria",3055,4406,75150,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
479,479,ochendo164,,,5000,546,5224,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
480,480,AbdulIbm1,,,462,598,24748,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
481,481,OladibuF,Contact me for Industrial Plant Mechanic || Automation || Installation all machine || Industrial Generator || Putzmeister concrete Pump || Conveyor Vulcanizer,"Lagos, Nigeria",401,94,3146,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
482,482,Obongowoibesik1,"Controversial, political, scientific, retro, classic , free thinker and modern at the same time. That's who I am.","Ontario, CA",1073,1228,121634,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
483,483,JLemon007,Freelancer,🇳🇬  🇨🇿  🇪🇺 ,1956,228,10171,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
484,484,DAndefikir,"Engineer, Teacher, Political Enthusiast",,481,234,9701,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
485,485,oparameka,MD 🩺 OBIDIENT💯/ MAN Utd ❤️,,762,1507,9440,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
486,486,amarannzekwe,"Lawyer. Social Justice Enthusiast. Believer of Jesus Christ. LLM Candidate in International Law(Conflict, Security & Human Rights) Volunteer, British Red Cross","England, United Kingdom",2086,1111,20225,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
487,487,desmondunique1,,,171,375,29519,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
488,488,justnaturalman,|Business entrepreneur| |Husband| |Proud dad to two beautiful daughters | |Integrity is first nature to me| |Gunners4life| #Arsenal,Lagos,1150,1348,8167,490,"No right-thinking person will vote for APC and its presidential candidate, Bola Tinubu. Nigeria will break if APC wins the 2023 presidential election

~Edo State Governor, Godwin Obaseki https://t.co/gPqvNwIeAK"
