,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
546,546,AyamHealthy,"Introvertedly extrovert😁...naturally vast in nature😉
I'm OBIdiently OBIligated. I drink PO.I eat PO. I dream PO😁...if e pain you, Vote PO for president 🌝",,235,244,12242,350,"Peter obi has said he did not donate any food items or materials. His donations was in cash.

This is for People that should be sympathising with flood victims but are busy propagandizing it, humanity=0."
547,547,Imoleayo198610,A lover of nature,,81,197,4500,420,Both bankers and customers gathered to watch Peter Obi Arise TV interview today in the bank. Nigeria shouldn't miss this man. Even Rufai and Reuben Abati  were impressed! https://t.co/0FlJtrIB7d
548,548,BenueMentor,Comedian😆 #30BG🐐 @ManUtdFan 🦾 @PeterObi No 1 Supporter🇳🇬 Want A Better Nigeria 🇳🇬 🦾,"Lagos, Nigeria",4982,3293,23433,2457,"This is how you can convince me to vote for your candidate... @fkeyamo Bring out your 2015 and 2019 party manifesto, then start clicking one after the other the once you've achieved. If you've achieved 30% out of ur 100% manifesto, I'll withdraw my support for Peter Obi."
549,549,BEBfORDMaN,"I Don't ""JOKE"" with God & His Rules...",,55,2,66,1712,"Always a pleasure having Peter Obi on The Morning show on Arise Tv.
It’s also a thing of Pride being the producer of the Number one morning show in Nigeria.
All thanks to the crew, and also the amazing presenters Dr Reuben Abati, Tundun Abiola &amp; Rufai Oseni. https://t.co/pffSUGLws1"
550,550,BenueMentor,Comedian😆 #30BG🐐 @ManUtdFan 🦾 @PeterObi No 1 Supporter🇳🇬 Want A Better Nigeria 🇳🇬 🦾,"Lagos, Nigeria",4982,3293,23433,177,"Otherwise according to Pa Adebanjo, we Yoruba will continue to advocate, campaign and rally for Peter Obi. Bcus you'll keep blaming your failure on recession."
551,551,dwally3000,OBI-DIENT,,1309,576,33268,194,"A MAN whose political party has NO structure has become the most accepted and popular presidential candidate in this election. Ladies and gents, Peter Obi is the NEXT president of the Federal Republic of Nigeria 🇳🇬. It’s POssible! #ObiDatti2023 

—
Kenneth Okonkwo Arise TV Rufai https://t.co/OBuLKVhQ0C"
552,552,OGELYN,I am a child of God and i stand for justice always. 2022 the year of the sure mercies of God. I stand with Peter obi ✊🏾✊🏾🇳🇬🇳🇬,His Mercies are new every morn,3272,1660,33615,0,@BashirAhmaad Thesame you that lied that peter Obi only donated 24 leaves of bread and 5 bags of rice meanwhile Obi gave a cash donation of N20million naira. After now you all will claim that Obidients are insulting you people.Yet you tell blatant lies. You want manifesto to copy &amp; paste
553,553,BrainyTerna,Ask GOOGLE... #RumorHasIt that they know EVERYTHING... Except how I feel about YOU :D,Abuja,736,580,22292,1361,Peter Obi came to promote peace on Arise Tv with Rufai and Reuben but Kenneth Okonkwo came to AIT with 2by2. He chose vawlence!😂 https://t.co/EIbJSNBz2b
554,554,DerVerfuhrer,A Premium Suga and Spice Being... Fixer! #TheSaintFC.,the 'X' on your Map,1424,1872,229819,368,"I asked why’s it only Peter Obi that’s appearing on TV to grant interview, is he the only candidate? Someone responded “No he’s not the only candidate but he’s the only candidate that’s serious and ready to work”"
555,555,movicapparel,"Nigeria's finest fashion designer.
Fashion tutor. A lover of God.
I'm 100% OBIDIENT.","Awka, Nigeria",3460,3484,11227,0,"@chosensomto When Peter Obi speaks, you all listen to steal. Criminals."
556,556,ushongobrother,Unpredictable Mystical being⚡ #IAMHUMAN,"Abuja, Nigeria",284,330,2067,59,"This is for Peter Obi's Interview on Arise Tv.
https://t.co/sbQ8HclV24"
557,557,wizkidvoice,Everything @wizkidayo. @Manutd,🌟 STARBOY 🌹,439,841,55108,382,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
558,558,odje2010,,,3672,802,8796,260,"In 2007, Anambra State Government under His Excellency, Mr. Peter Obi in conjunction with UN-HABITAT drew up a 20-Year Anambra State Structural Masterplan

We’ve been hearing of Lagos Masterplan but nobody has been able to point to this

There are levels to this leadership thing. https://t.co/y9UOlOMv24"
559,559,peterObiBot001,"All we want is a country on the path of growth and development, where the Judiciary are independent and her political leaders are accountable to the citizens.","Lagos, Nigeria",23,1216,47163,22,"When Peter Obi is announced as the President of the Federal Republic of Nigeria come 2023, FFK will say ""congratulations, I've always known you'll win.""

Remember me o"
560,560,Gloreee3,,,39,105,5577,775,Imagine Reuben Abati asking Peter Obi a married man how he maintains his girlfriend on Arise TV.
561,561,GudGovAdvocacy,"Ensuring we enshrine good Governance, Equity and Freedom in Nigeria & Africa as a whole. #AntiEstablishment #LagosIsland4Obi    I follow back immediately","Lagos, Nigeria",1044,702,3523,22,"When Peter Obi is announced as the President of the Federal Republic of Nigeria come 2023, FFK will say ""congratulations, I've always known you'll win.""

Remember me o"
562,562,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,115,Peter Obi lectures everytime he speaks. Watch and hear him compare fuel consumption btw Nigeria &amp; Pakistan regarding fuel subsidy scam in Nigeria https://t.co/I5KNsNOPQ6
563,563,_somto_okpala,Don't judge what you don't understand.,"England, United Kingdom",513,554,13941,1940,"Banking halls in Nigeria became football viewing centers on a Monday morning, bcos Peter Obi was on Arise TV. No one cares about what Tinubu is saying. Listening to Jagaban regurgitate the nonsense that comes out of his mouth, is punishment. If u like, don’t vote for sense"
564,564,onyeka_real,"Christian. Contrarian. 

We have a country to save. Reason I am supporting Peter Obi for president.","Canada, in Jesus' Name.",701,447,38278,104,"After Peter Obi's interview on Arise TV, from everything he said, it's sad to reveal that I'm no longer a supporter of Peter Obi. I'm no longer an Obidient. I'm now a full supporter of Peter Obi and his no. 1 Obidient."
565,565,vahgames,"An avid gamer, helper of peoples and lover of technology.",,4840,1702,228344,2,@SaharaReporters PDP will not win Edo state! We will show you Steam on Election day!Na you get your mouth! APC man Like you and your Atiku non of you is PDP. We have left PDP for you. Labour Party! OBASEKI VOTE PETER OBI FOR A BETTER NIGERIA!
566,566,MichaelObasman,,"Federal Capital Territory, Nig",140,57,2278,554,You don’t build a nation on propaganda. Look beyond your ethnicity and see an honest man that have got your interest at heart.. Peter Obi is one of a dying breed. I have never seen a more honest human! You can watch him on Arise Tv now.
567,567,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,58,"“I’m in charge, those coming to steal government money will meet what the didn’t bargain for” 

-Peter Obi on Arise TV

May we not miss this opportunity to get things right 🙏🙏🙏"
568,568,MiraHarlson,𝑊𝑟𝑖𝑡𝑒𝑟 | 𝑌𝑁𝑊𝐴 | S.𝐺𝑒𝑟𝑟𝑎𝑟𝑑 | 𝑀𝑒𝑠𝑠𝑖(LM7) |𝑀¡cнคεł 𝐽คcкรσห/ cяεคтσя: @miraharlsonbook / @YWBMH,Where the sun is,30,3243,73648,2128,"Peter Obi must be President. 

God please abeg."
569,569,EmmanuelLion2,"Film 🎥 writer, a novelist and a family counselor",Nigeria,216,100,1881,0,@Ol0ye And the worst is that those people supporting him will be the first to complain. God forbid bat-thing. I'm voting Peter Obi. And I pray they soon realize in time.
570,570,LdBridan,The bravest of hearts.,Calabar,823,647,1086,104,"After Peter Obi's interview on Arise TV, from everything he said, it's sad to reveal that I'm no longer a supporter of Peter Obi. I'm no longer an Obidient. I'm now a full supporter of Peter Obi and his no. 1 Obidient."
571,571,IrogAnthony,"Educator 📙 Writer 🖋 !

Is God not too much? Surely He is and does things in mysterious ways!","Ikot Ekpene, Nigeria",469,382,11193,336,"El Rufai how market !
This is no longer the era of propaganda, this is the era of reality.
Peter Obi has no hand in your arrest. https://t.co/s2SRmQpEej"
572,572,Mrcells,A Classy Bearded Extraordinary Man Of Exploit with A Lot Of God Within👌 I Faith It Till I Make It🙌 #IAmMoreThanAConqueror💯,"Lagos, Nigeria",84,42,699,775,Imagine Reuben Abati asking Peter Obi a married man how he maintains his girlfriend on Arise TV.
573,573,BetterNigerian,Child of GOD,Northpole,460,403,22679,554,You don’t build a nation on propaganda. Look beyond your ethnicity and see an honest man that have got your interest at heart.. Peter Obi is one of a dying breed. I have never seen a more honest human! You can watch him on Arise Tv now.
574,574,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,74,"Facts upon facts are been verified immediately and Peter Obi is still giving out more.
We cannot fail to have this man as our President.
He's actually lecturing Rufai and Reuben right now.
@PeterObi all the way"
575,575,Sasha03545351,,,2784,3032,276846,2128,"Peter Obi must be President. 

God please abeg."
576,576,Itz_Realone,Islam | Data Scientist | Chartered Accountant | RT ≠ Endorsement,Planet Earth,2660,3071,261499,1468,"One bragging right (above all others imo) that obedients don’t nail on more is Peter Obi’s stance that he has never received a dime in pension from Anambra state. 

Can any other politician alive in this country boast of that?"
577,577,vick_IBD,💜,,488,257,6239,169,"""If I can't deliver, I go home like Liz Truss""

-  Peter Obi (on Arise TV) https://t.co/tpNIQ0SlO5"
578,578,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,130,"One of the numerous things I love about Peter Obi is that he can never throw shades against his opponent both in interview or rally. He focuses on issues not personality- quality of a good leader. Vote him!
He's out to win and make Nigeria work
My President Abuja Rufai  Arise TV"
579,579,TallestSays,Water | Shoes | Clothes,,1734,1949,79936,2978,"When Mr Peter Obi mentioned the size of River Niger and River Benue and also Rver Nile,
 Rufai Oseni ,said  let me fact check u, he said go on...He fact checked and said correct !!!! I quickly remembered Wike band song A biggie man A biggie man 🤣🤣🤣🤣🤣🤣"
580,580,LaideFarawe,"Journalist, radio and TV presenter and producer.I believe in doing unto others as I want done onto me.",Lagos,416,221,1430,3,"Father identifies as Mr. Confidence, beat his two-month-old baby boy with a hanger in Imo state for disturbing his sleep at night, breaks the baby's arm which resulted in the loss of his arm.

Bolt Bashir Rufai Ronaldo Mr Peter Obi UK PM Rang Rover wike #Cheating  Oon Whoopi Wike https://t.co/sU3BjIAv4H"
581,581,Rush4Uncle,Forgiveness is a huge sin.,,239,145,13439,29,"At this point, talking about Peter Obi's mediocrity, propensity to lie and his unmerited presidential candidacy is waste of time and energy. His incapacity, is the most conspicuous thing I have ever seen, no need trying to prove that further."
582,582,FrankoBaressi,"Chelsea FC.

Business.

#PeterObi2023","Lagos, Nigeria",507,583,25908,1030,"""I was the first Governor ever in Nigeria to approach @UNHABITAT on urban renewal""

- Peter Obi (on Arise TV)

See thread to see what this mean

 https://t.co/GmLZbQMkWC"
583,583,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,350,"If you want a Nigeria where you or your child can get a federal appointment without having to bow down to an idol, then Peter Obi should be your candidate.

. Arise TV Kenneth Okonkwo Sabinus"
584,584,leirbagayn,"| Lover Of Nature, Art & Design | MusicJunkie | #ICTExpert | Good Governance Advocate | #RealEstate | Parler @leirbagayn | #Arsenal",,2549,2558,46269,563,Peter Obi - Pakistan has the same population as Nigeria and the same number of vehicles how come they consume 20 million litres of petroleum daily and Nigeria consumes 60 million litres ? Subsidy in Nigeria is organised crime
585,585,BishopBoye,"The Psalmist.
I dont engage fools, you'd get blocked on sight. 

@FoodsKimie","Lagos, Nigeria",1439,2287,49650,336,"El Rufai how market !
This is no longer the era of propaganda, this is the era of reality.
Peter Obi has no hand in your arrest. https://t.co/s2SRmQpEej"
586,586,Michaelmyck,"fashionista••• content creator••realist••lover of music and vibes••new account tho, follow me now or else!",,271,203,770,126,@itzz_blitz1 @Sunnychris001 There's no Presidential Candidate in the history of Nigeria that is more prepared than Peter Obi. Peter Obi is the SI unit. https://t.co/210wsKLa8l
587,587,imodoye_abioro,"Medical Doctor 👨‍⚕️|Programmer 👨‍💻|@WHO Top 30 innovator |co-founder @futurefood_ng |co-founder @lendanarm_ng |friend of God, heir to his Kingdom","Ibadan, Nigeria",669,1405,37556,494,"While you are campaigning for Peter Obi please do well to get a business plan and register your business if you are an entrepreneur before the general elections

Once we win elections, investors will flood our market!

Our FDI will skyrocket

Don't say I didn't tell you on time!"
588,588,kokopelli_Iam,"Engr ( EEE FUTO) Founder/Chairman AJ farms, CEO Sullivanez Global Nig Ltd.","Dubai, United Arab emirates",2793,2660,41333,521,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
589,589,Hanee50,"Half Man, Half Amazing...#MUFC",On Top...,1279,911,26755,519,"Peter Obi's last five years as a governor, Anambra State was the safest State in the country. 

Peter Obi will tackle insecurity."
590,590,LdBridan,The bravest of hearts.,Calabar,823,647,1086,156,"Peter Obi said on Arise tv, that he has visted more than five (5) prisons in Nigeria just to relate with the prisoners. I tell you, this man is not your regular Nigeria politician.

Go and verify Rueben Abati Peter Obi Rufai"
591,591,Imoleayo198610,A lover of nature,,81,197,4500,139,Where are Agbado and Mikano boys this evening? They disappeared after Peter Obi’s interview on Arise TV. I guess they are fact checking Peter Obi for their propaganda. Peter Obi no be una mate. Make una rest. #PeterObi4President2023
592,592,richyokoye,"Husband, father, football lover @arsenal","Lagos, Lekki Peninsula",1362,380,2747,2978,"When Mr Peter Obi mentioned the size of River Niger and River Benue and also Rver Nile,
 Rufai Oseni ,said  let me fact check u, he said go on...He fact checked and said correct !!!! I quickly remembered Wike band song A biggie man A biggie man 🤣🤣🤣🤣🤣🤣"
593,593,Miguelzuby,"Invest in your skin, invest in your smell, invest in your room, invest in your fashion, invest in your food, invest in your health. Invest in yourself.","Lagos, Nigeria",1421,310,8103,534,"Subsidy in Nigeria is organized crime. About 50% of it does not exist. ~ Peter Obi.

The establishment will fight together to protect their mouths. Nigerians, please take back your country."
594,594,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,2335,"Peter Obi know the size of River Niger, River Benue and River Nile.

He was fact checked right on TV by Rufai, and he was correct.
Does your President Buhari know these things?

Who else is seeing a President who is ready?"
595,595,BIGGESTB4GOD,Obidient and Yusful,Nigeria,2533,3368,75954,89,"Anything that concerns lagos, agbado should just leave it for peter obi next year. This one he is just visiting the north &amp; giving them lamba, he doesn't know the Northerners are even wiser now lol. 

Guys chop e money. No mercy!

Rufai horny of ife bolt obaseki fashola peter obi https://t.co/2kOjlssNuU"
596,596,GWiseTime,"mechanical equipment leaser, flange management system technologist and general contractors",,607,250,2021,0,"@Rexcornel02 @DanBornoReal Imagine the children of the poor he made a computer literate from then, something that use to be only for the children of the rich in private schools.

If you ask me who has peter Obi help? 

I will say count Anambra population."
597,597,ELIBSON,Soccer ⚽️Lover. ONLY GOD MAKES WAY.,"ABJ, Nigeria",4733,465,25772,521,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
598,598,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,1525,"BAT was so disappointed with Ganduje during his visit to Kano. After the huge amount APC paid to hire crowd, people refused to show up. It is clear that nobody can brag about having north any more. All that Peter Obi support groups have to do is to be strategic. We can do it."
599,599,NamexTechnocrat,"Development finance and Financial Inclusion expert. sustainability, youth empowerment, sports• For God and Country (Pro Deo Et Patria). ⚔️ Gidiron",,580,759,118182,2695,"Lemme tell you guys one of the reasons I ride so hard for Peter Obi

Back in 2012, during the floods, I was a part of the medical rescue mission team on boats evacuating people trapped by the floods in Anambra

Peter Obi was in a boat, going to &amp; fro one particular community that"
600,600,Sasha03545351,,,2784,3032,276846,540,Dumb people have been criticizing Peter Obi for not revealing details of how he will curb insecurity in Nigeria. They are so dumb and blinded by primordial sentiments to know that revealed security details is no longer a security strategy. You don’t let your enemies know how you
601,601,dwally3000,OBI-DIENT,,1309,576,33268,19,"If you watch videos of where Buhari was asked very important questions and how he veered off course to talk about pins &amp; needles instead, you will remember that many of those demanding brilliant answers from Peter Obi today were the 'brilliant minds' who sold Buhari to Nigerians."
602,602,ZgAhmed1,,Earth,1811,2382,29394,204,"Arise News: Onitsha is one of the world's dirtiest cities, what did you do as a governor to clean up the city?

Peter Obi: I visited Kenya, did a study. You can go and verify. 

Chai..Peter Obi is something else.🤣🤣"
603,603,Jboyaro,,"Lagos, Nigeria",1216,301,6716,540,Dumb people have been criticizing Peter Obi for not revealing details of how he will curb insecurity in Nigeria. They are so dumb and blinded by primordial sentiments to know that revealed security details is no longer a security strategy. You don’t let your enemies know how you
604,604,RoyalMelanite,An intellectually stimulating individual serving as an instrument of positive influence,,4,5,115,0,"@OvieNews @GovWike You mean their structure of vote buying, thuggery, corruption and violence. Kaduna is for Peter Obi and Peter Obi is for Kaduna."
605,605,Amobi51092602,realistic optimist,,59,80,2115,94,"“Obi candidacy has been internalize by every community.  If you go to the sea, you will see Obidients, you go to the air, beneath the earth, anywhere in Nigeria. Soon and very soon there will be two candidates contesting for this election, Peter Obi and others” — Kenneth Okonkwo https://t.co/AHIn3rqY9j"
606,606,MichaelObasman,,"Federal Capital Territory, Nig",140,57,2278,3,"Peter Obi on subsidy “ In Nigeria it is an organized crime. A country like Pakistan with same population with us uses 22m liters of fuel annually and we use over 66m. Remove subsidy and you'll see the numbers are fabricated, remove it and fix the money somewhere else”. #arise"
607,607,firstnameejike,Mind over Matter | Tech enthusiast | One of a kind | Successful | Visionary | Uranus | Blue-Gray | Sapphire | NC-SE-NE-SW Ambassador | Engineering,Nigeria,969,195,10237,535,"“We need to build local refineries. No matter how small. Those doing illegal refinery, we’d bring them and ask them what it’ll take to make their businesses legal. Reorient them and make them productive”. 

Peter Obi on Arise TV
The only Candidate that is ready ✌️ https://t.co/Vbp5BKEAT0"
608,608,Powerbiman,Data Analyst,"Anna, TX",1101,564,8933,0,@oluwaloninyo @PeterObi The youths wey get sense na them get Peter Obi. They just dey hala say make peter obi no enter canoe again without life jacket. Abegoooo.
609,609,Sirzeal9,"I don't wanna move so fast, I wanna move correctly and waste no time.",,608,388,2888,645,"Guys if you really want to know what is going on in Nigeria today, watch this video attentively. In the video they said ""what should be one of the richest,is the poorest"". Reason they make sure peter obi doesn't get there.

Be wise.

Rufai range rover abati Kenneth okonkwo NYSC https://t.co/SosksqOeMx"
610,610,leirbagayn,"| Lover Of Nature, Art & Design | MusicJunkie | #ICTExpert | Good Governance Advocate | #RealEstate | Parler @leirbagayn | #Arsenal",,2549,2558,46269,139,Where are Agbado and Mikano boys this evening? They disappeared after Peter Obi’s interview on Arise TV. I guess they are fact checking Peter Obi for their propaganda. Peter Obi no be una mate. Make una rest. #PeterObi4President2023
611,611,ML_Akanni,Old account suspended | Admin Officer @lnsa | I RELY ONLY ON ALLAH | Interested in conversations about Safety & Security - Leadership prowess. LFC | LNSA,Isàlé Èko,271,14,908,210,Reuben Abati &amp; Rufai has given on the Twitter President He Peter Obi the number one “Dodoyo” presidential candidate with mouth manifesto. 😂😀 https://t.co/feQWKrpJGj
612,612,7Legitking,"Wizkid Fc🦅 Dream chaser, bitcoin investor, Hard/smart worker, money maker, football lover. up blues for life","Federal Capital Territory, Nig",1848,1729,72940,478,"They have been trying to find out how Peter Obi will tackle security in Nigeria, well he won’t give out that info, he’s a very smart man, he knows what he will do when he get there… If Peter Obi speaks, the earth will crumble."
613,613,imodoye_abioro,"Medical Doctor 👨‍⚕️|Programmer 👨‍💻|@WHO Top 30 innovator |co-founder @futurefood_ng |co-founder @lendanarm_ng |friend of God, heir to his Kingdom","Ibadan, Nigeria",669,1405,37556,65,"Daniel Bwala spent 24 hours on Twitter crying about Peter Obi without talking about his candidate.

Is he working for APC?"
614,614,AustineJahojah,,,26,13,3045,819,"When you listen to Peter Obi, you won’t need anyone to translate or interpret what he says. He does not communicate in parables &amp; disjointed grammar. Laymen can understand his messages &amp; signaling. Unlike Tinubu who no one has understood his vibration &amp; entish grammar till date."
615,615,AustineJahojah,,,26,13,3045,867,"My People, always share Peter Obi’s interviews via your WhatsApp. Our daddies &amp; mommies are the people that need his Sermons the most. Broadcast his messages like the Gospel. Nigeria must be saved from senile, corrupt &amp; incompetent men, &amp; their vuvuzelas + foot soldiers."
616,616,DerVerfuhrer,A Premium Suga and Spice Being... Fixer! #TheSaintFC.,the 'X' on your Map,1424,1872,229819,295,"Reuben Abati: We’ve seen most President pick another woman as their First Lady, will that be the same with you?

Peter Obi: I’m happy with my wife infact dealing with one woman is a problem, I can’t imagine 2 women 🤣🤣🤣

See our First Lady here Abeg, we no be Atikulate 🤣🤣🤣 https://t.co/64HSVXeP5G"
617,617,KellyO2525,Just Here For Fun!,"Asaba, Nigeria",986,1088,27329,227,"Listening to Peter Obi gives me hope that Nigeria can be better. I’m ready to vote for the first time and I hope you are too 

Leave prayers for now. Just vote."
618,618,victordaberechi,"A free man of Igbo extraction, believes in Humanity and Nature, Cryptocrazy! Questions everything. #Equality_Ambassador #Politician #African #Cryptomaniac
#GGMU","Owerri, Nigeria",1073,370,19564,489,"Gist 101: A thread 👇
So I was in this Salon earlier today and playing @peterobi interview on Arise TV via my mobile device.
One woman responded at the back in Yoruba language ""it is that man we want oh"", the lady she was attending to responded ""Shebi Peter Obi Abi""? and 4 other"
619,619,AustineJahojah,,,26,13,3045,382,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
620,620,IbLagos,Internet | Business | Humanity | BATist 📌,A Soul In Africa,690,1567,7120,144,"Peter Obi: 'My children insist on recording me whenever I speak at home because they know I may likely go back on my promises'

Obi de carry Obidients go where dem no know😂😂😂 https://t.co/vi0af596RU"
621,621,AustineJahojah,,,26,13,3045,521,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
622,622,wizkidvoice,Everything @wizkidayo. @Manutd,🌟 STARBOY 🌹,439,841,55108,270,"Rufai: how will you deal with security issues?

Peter Obi: Even with a Gun to my head I will never tell you what I will do but I will become the Commander In Chief of the armed forces and I will deal with these issues decisively.

He did in Anambra, He knows what he’s saying!!!"
623,623,israelgeorge1,I'm a Single Father👨‍👧|| Mechanical Maintenance Technician || Contractor in the Oil & Gas industry👷👩‍🔧 & I'm a core OBI-dient.✊,Nigeria,584,443,4733,2335,"Peter Obi know the size of River Niger, River Benue and River Nile.

He was fact checked right on TV by Rufai, and he was correct.
Does your President Buhari know these things?

Who else is seeing a President who is ready?"
624,624,ayinlathomas,"Freedom @ it's very best! Sports Enthusiast (Arsenal Fan), Music Lover, Volunteering, Media Practitioner, Agribusiness, News & Current Affairs, Networking.","Minna, Nigeria",4978,800,79033,159,"Rufai: You're an importer and you kept talking about production. How will you defend this legacy

Peter Obi: Rufai, I've been to so many prisons.. I have sat with prisoners... blah blah...

Abati: https://t.co/A8ISwA30Jr"
625,625,Samuel4Olufemi,Simply a servant of Christ,Nigeria,50,2613,103053,181,"Peter Obi said River Nile is 6,650km, River Benue is 1,400km &amp; River Niger 4,184km in length. Rufai verified that of River Nile and confirmed it’s correct.

Supporting Peter Obi gives us a bragging right. He’s a walking encyclopedia. He’s well prepared.
https://t.co/C9FB0Rq1ab"
626,626,ELIBSON,Soccer ⚽️Lover. ONLY GOD MAKES WAY.,"ABJ, Nigeria",4733,465,25772,316,Peter Obi - I will declare war on power sector of Nigeria 😌😌😌 That's my president talking
627,627,LdBridan,The bravest of hearts.,Calabar,823,647,1086,367,Peter Obi is the only person to answer Reuben Abati’s questions and he was jotting salient points. Reuben don see Wetin pass “I’m the Unifier” 😂😂😂
628,628,leo_ezemanuel,,,25,14,209,187,"Peter Obi is the future of the Nigerian youth. Nothing must happen to him. @PeterObi please take note.

Arise TV Peter Obi Rufai Kenneth Okonkwo Keke Yansh Ortom Nnamdi Kanu Labour Party https://t.co/9ldUZrNKq7"
629,629,Jboyaro,,"Lagos, Nigeria",1216,301,6716,1860,"On my watch those who steal government money will meet what they didn't bargain for.

-Peter Obi on Arise TV."
630,630,Myinkpower,Good vibez only. Arsenal Fan. Wizkid Fc.✌️,"Enugu, Nigeria",2536,831,1132,2160,"my album drops friday, even if Drake, Kanye, Wizkid, Beyonce, Micheal Jackson, Rihanna, Davido, Vic O, Madonna, Justice league, Super man, Dr Strange,leanardo dicaprio, Lewis Hamilton,Valentino rossi, Peter Obi, Ecclesiastes, Socrates, spinall all decide to drop albums that day‼️ https://t.co/RIhvmQM98P"
631,631,Ategba,Get rich. Get healthy. Get lucky. Get business opportunities. I help young people make money online with digital skills and knowledge that schools don't teach.,"Abuja, Nigeria",1548,1162,1451,0,"He said Peter Obi has no plan for the Nigeria, his cohorts that had perfect plans for Nigeria, how market? Fuel ₦45, BH to be defeated in 3 months.... And we are still here. Nonsense.

https://t.co/zM037EEzN8"
632,632,pilotemi,#GreatIfeAlumnus #DepthBeforeHeight,in the lab...,215,375,40531,155,"If I was related to this dullard in any way, I would be terribly ashamed. What's the correlation between Production and Prison abeg? And some people give this guy a pass?

Asiwaju @officialABAT is not your mate. You can't hold them to different standards. Peter Obi is a disaster. https://t.co/rsCLllh1WX"
633,633,leo_ezemanuel,,,25,14,209,24,"It is my greatest privilege and honour to have known and overwhelming support Mr.Peter Obi, I'm a detribalised Nigerian who believes in value-chain competence and green ocean strategies. He's a GLOBAL ICON &amp; STAR

HE Peter Obi Rufai Seun #MarryHer #Cheating Kenneth Okonkwo Abuja https://t.co/aSIS0P3RGz"
634,634,Felixchika,"A supply chain and procurement professional, passionate about good leadership and responsibility .",Lagos,926,468,3659,2505,"Rufai on Arise TV “how will you deal with security issues”

Peter Obi “Even with a Gun to my head I will never tell you what I will do but I will become the Commander In Chief of the armed forces and I will deal with these issues decisively”

Yaaaaay! That’s my President talking!"
635,635,CelestineEdwin3,A Civil Engineer 👨‍🔬 👨‍🔬,"Lagos, Nigeria",261,271,16767,28,God I want to thank you for giving us Mr Peter Obi and Sen Datti Yusuf BabaAhmed...We would have been gnashing our teeth if you only provided us with poison and untimely death on the table for us... The holy book in Mathew chap 7 Vs 8 says For every one that asketh receiveth;
636,636,TechEnt06,"CyberSec | RedTeam | SoftwareDev | DevOps-Cloud | EthicalHacker | Free spirit | Spiritual not religious | ½Igbo+ ½yoruba | 🇨🇦 🇳🇬 | ìfé 4eva 
🔞🦅🦍🦅","Edmonton, Alberta",1380,192,5737,382,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
637,637,DBG31236522,,,962,338,14055,2,@SaharaReporters PDP will not win Edo state! We will show you Steam on Election day!Na you get your mouth! APC man Like you and your Atiku non of you is PDP. We have left PDP for you. Labour Party! OBASEKI VOTE PETER OBI FOR A BETTER NIGERIA!
